algorithm,env_name,execution_time,reward,reward_per_tick,collisions,collisions_per_tick,ticks
Dijkstra,Normal,32.93916344642639,20.0,0.06666666666666667,2,0.006666666666666667,300
Dijkstra,Obstacle,32.006924629211426,20.0,0.06666666666666667,5,0.016666666666666666,300
Dijkstra,Human,41.938222885131836,22.0,0.07333333333333333,1,0.0033333333333333335,300
Dijkstra,Obstacle_Human,32.36539626121521,20.0,0.06666666666666667,2,0.006666666666666667,300
